opcode         name                      target                              args                                                                          kwargs
call_function  convert_element_type_66   prims.convert_element_type.default  (add_320, torch.float16)                                                      {}
call_function  permute_16                aten.permute.default                (arg55_1, [1, 0])                                                             {}
call_function  addmm_16                  aten.addmm.default                  (arg56_1, convert_element_type_66, permute_16)                                {}
call_function  split_4                   aten.split.Tensor                   (addmm_16, 768, -1)                                                           {}
call_function  getitem_42                <built-in function getitem>         (split_4, 0)                                                                  {}
call_function  getitem_43                <built-in function getitem>         (split_4, 1)                                                                  {}
call_function  getitem_44                <built-in function getitem>         (split_4, 2)                                                                  {}
call_function  full_4                    aten.full.default                   ([arg1_1, 768], 0)                                                            {'dtype': torch.float16, 'layout': torch.strided, 'device': device(type='cuda', index=0), 'pin_memory': False}
call_function  view_36                   aten.reshape.default                (getitem_42, [-1, 12, 64])                                                    {}
call_function  view_38                   aten.reshape.default                (getitem_43, [-1, 12, 64])                                                    {}
call_function  view_39                   aten.reshape.default                (getitem_44, [-1, 12, 64])                                                    {}
call_function  full_default_4            aten.full.default                   ([arg1_1, 12, 64], 0.0)                                                       {'dtype': torch.float16, 'layout': torch.strided, 'device': device(type='cuda', index=0), 'pin_memory': False}
call_function  auto_functionalized_4     auto_functionalized                 (<OpOverload(op='vllm.unified_attention_with_output', overload='default')>,)  {'query': view_36, 'key': view_38, 'value': view_39, 'output': full_default_4, 'layer_name': 'model.decoder.layers.4.self_attn.attn', 'output_scale': None, 'output_block_scale': None}
call_function  getitem_46                <built-in function getitem>         (auto_functionalized_4, 1)                                                    {}
call_function  capture_mean_default_4    whitebox.capture_mean.default       (getitem_46, 'model.decoder.layers.4.self_attn.attn')                         {}
call_function  view_40                   aten.reshape.default                (capture_mean_default_4, [arg1_1, 768])                                       {}
call_function  permute_17                aten.permute.default                (arg57_1, [1, 0])                                                             {}
call_function  mm_default_23             aten.mm.default                     (view_40, permute_17)                                                         {}
call_function  add_tensor_23             aten.add.Tensor                     (mm_default_23, arg58_1)                                                      {}
call_function  add_367                   aten.add.Tensor                     (add_315, add_tensor_23)                                                      {}
call_function  convert_element_type_73   prims.convert_element_type.default  (add_367, torch.float32)                                                      {}
call_function  var_mean_9                aten.var_mean.correction            (convert_element_type_73, [1])                                                {'correction': 0, 'keepdim': True}
call_function  getitem_48                <built-in function getitem>         (var_mean_9, 0)                                                               {}
call_function  getitem_49                <built-in function getitem>         (var_mean_9, 1)                                                               {}
call_function  sub_117                   aten.sub.Tensor                     (convert_element_type_73, getitem_49)                                         {}
call_function  add_371                   aten.add.Tensor                     (getitem_48, 1e-05)                                                           {}
call_function  rsqrt_9                   aten.rsqrt.default                  (add_371,)                                                                    {}
call_function  mul_224                   aten.mul.Tensor                     (sub_117, rsqrt_9)                                                            {}
call_function  mul_225                   aten.mul.Tensor                     (mul_224, arg59_1)                                                            {}
call_function  add_372                   aten.add.Tensor                     (mul_225, arg60_1)                                                            {}
call_function  convert_element_type_74   prims.convert_element_type.default  (add_372, torch.float16)                                                      {}
call_function  permute_18                aten.permute.default                (arg61_1, [1, 0])                                                             {}
call_function  mm_default_22             aten.mm.default                     (convert_element_type_74, permute_18)                                         {}
call_function  add_tensor_22             aten.add.Tensor                     (mm_default_22, arg62_1)                                                      {}
call_function  relu_4                    aten.relu.default                   (add_tensor_22,)                                                              {}
call_function  permute_19                aten.permute.default                (arg63_1, [1, 0])                                                             {}
call_function  mm_default_21             aten.mm.default                     (relu_4, permute_19)                                                          {}
call_function  add_tensor_21             aten.add.Tensor                     (mm_default_21, arg64_1)                                                      {}
call_function  add_391                   aten.add.Tensor                     (add_367, add_tensor_21)                                                      {}
call_function  convert_element_type_81   prims.convert_element_type.default  (add_391, torch.float32)                                                      {}
call_function  var_mean_10               aten.var_mean.correction            (convert_element_type_81, [1])                                                {'correction': 0, 'keepdim': True}
call_function  getitem_50                <built-in function getitem>         (var_mean_10, 0)                                                              {}
call_function  getitem_51                <built-in function getitem>         (var_mean_10, 1)                                                              {}
call_function  sub_125                   aten.sub.Tensor                     (convert_element_type_81, getitem_51)                                         {}
call_function  add_395                   aten.add.Tensor                     (getitem_50, 1e-05)                                                           {}
call_function  rsqrt_10                  aten.rsqrt.default                  (add_395,)                                                                    {}
call_function  mul_239                   aten.mul.Tensor                     (sub_125, rsqrt_10)                                                           {}
call_function  mul_240                   aten.mul.Tensor                     (mul_239, arg65_1)                                                            {}
call_function  add_396                   aten.add.Tensor                     (mul_240, arg66_1)                                                            {}
call_function  convert_element_type_82   prims.convert_element_type.default  (add_396, torch.float16)                                                      {}
call_function  permute_20                aten.permute.default                (arg67_1, [1, 0])                                                             {}
call_function  addmm_20                  aten.addmm.default                  (arg68_1, convert_element_type_82, permute_20)                                {}
call_function  split_5                   aten.split.Tensor                   (addmm_20, 768, -1)                                                           {}
call_function  getitem_52                <built-in function getitem>         (split_5, 0)                                                                  {}
call_function  getitem_53                <built-in function getitem>         (split_5, 1)                                                                  {}
call_function  getitem_54                <built-in function getitem>         (split_5, 2)                                                                  {}
call_function  full_5                    aten.full.default                   ([arg1_1, 768], 0)                                                            {'dtype': torch.float16, 'layout': torch.strided, 'device': device(type='cuda', index=0), 'pin_memory': False}
call_function  view_45                   aten.reshape.default                (getitem_52, [-1, 12, 64])                                                    {}
call_function  view_47                   aten.reshape.default                (getitem_53, [-1, 12, 64])                                                    {}
call_function  view_48                   aten.reshape.default                (getitem_54, [-1, 12, 64])                                                    {}
call_function  full_default_5            aten.full.default                   ([arg1_1, 12, 64], 0.0)                                                       {'dtype': torch.float16, 'layout': torch.strided, 'device': device(type='cuda', index=0), 'pin_memory': False}
call_function  auto_functionalized_5     auto_functionalized                 (<OpOverload(op='vllm.unified_attention_with_output', overload='default')>,)  {'query': view_45, 'key': view_47, 'value': view_48, 'output': full_default_5, 'layer_name': 'model.decoder.layers.5.self_attn.attn', 'output_scale': None, 'output_block_scale': None}
call_function  getitem_56                <built-in function getitem>         (auto_functionalized_5, 1)                                                    {}
call_function  capture_mean_default_5    whitebox.capture_mean.default       (getitem_56, 'model.decoder.layers.5.self_attn.attn')                         {}
call_function  view_49                   aten.reshape.default                (capture_mean_default_5, [arg1_1, 768])                                       {}
call_function  permute_21                aten.permute.default                (arg69_1, [1, 0])                                                             {}
call_function  mm_default_20             aten.mm.default                     (view_49, permute_21)                                                         {}
call_function  add_tensor_20             aten.add.Tensor                     (mm_default_20, arg70_1)                                                      {}
call_function  add_443                   aten.add.Tensor                     (add_391, add_tensor_20)                                                      {}
call_function  convert_element_type_89   prims.convert_element_type.default  (add_443, torch.float32)                                                      {}
call_function  var_mean_11               aten.var_mean.correction            (convert_element_type_89, [1])                                                {'correction': 0, 'keepdim': True}
call_function  getitem_58                <built-in function getitem>         (var_mean_11, 0)                                                              {}
call_function  getitem_59                <built-in function getitem>         (var_mean_11, 1)                                                              {}
call_function  sub_141                   aten.sub.Tensor                     (convert_element_type_89, getitem_59)                                         {}
call_function  add_447                   aten.add.Tensor                     (getitem_58, 1e-05)                                                           {}
call_function  rsqrt_11                  aten.rsqrt.default                  (add_447,)                                                                    {}
call_function  mul_270                   aten.mul.Tensor                     (sub_141, rsqrt_11)                                                           {}
call_function  mul_271                   aten.mul.Tensor                     (mul_270, arg71_1)                                                            {}
call_function  add_448                   aten.add.Tensor                     (mul_271, arg72_1)                                                            {}
call_function  convert_element_type_90   prims.convert_element_type.default  (add_448, torch.float16)                                                      {}
call_function  permute_22                aten.permute.default                (arg73_1, [1, 0])                                                             {}
call_function  mm_default_19             aten.mm.default                     (convert_element_type_90, permute_22)                                         {}
call_function  add_tensor_19             aten.add.Tensor                     (mm_default_19, arg74_1)                                                      {}
call_function  relu_5                    aten.relu.default                   (add_tensor_19,)                                                              {}
call_function  permute_23                aten.permute.default                (arg75_1, [1, 0])                                                             {}
call_function  mm_default_18             aten.mm.default                     (relu_5, permute_23)                                                          {}
call_function  add_tensor_18             aten.add.Tensor                     (mm_default_18, arg76_1)                                                      {}
call_function  add_467                   aten.add.Tensor                     (add_443, add_tensor_18)                                                      {}
call_function  convert_element_type_97   prims.convert_element_type.default  (add_467, torch.float32)                                                      {}
call_function  var_mean_12               aten.var_mean.correction            (convert_element_type_97, [1])                                                {'correction': 0, 'keepdim': True}
call_function  getitem_60                <built-in function getitem>         (var_mean_12, 0)                                                              {}
call_function  getitem_61                <built-in function getitem>         (var_mean_12, 1)                                                              {}
call_function  sub_149                   aten.sub.Tensor                     (convert_element_type_97, getitem_61)                                         {}
call_function  add_471                   aten.add.Tensor                     (getitem_60, 1e-05)                                                           {}
call_function  rsqrt_12                  aten.rsqrt.default                  (add_471,)                                                                    {}
call_function  mul_285                   aten.mul.Tensor                     (sub_149, rsqrt_12)                                                           {}
call_function  mul_286                   aten.mul.Tensor                     (mul_285, arg77_1)                                                            {}
call_function  add_472                   aten.add.Tensor                     (mul_286, arg78_1)                                                            {}
call_function  convert_element_type_98   prims.convert_element_type.default  (add_472, torch.float16)                                                      {}
call_function  permute_24                aten.permute.default                (arg79_1, [1, 0])                                                             {}
call_function  addmm_24                  aten.addmm.default                  (arg80_1, convert_element_type_98, permute_24)                                {}
call_function  split_6                   aten.split.Tensor                   (addmm_24, 768, -1)                                                           {}
call_function  getitem_62                <built-in function getitem>         (split_6, 0)                                                                  {}
call_function  getitem_63                <built-in function getitem>         (split_6, 1)                                                                  {}
call_function  getitem_64                <built-in function getitem>         (split_6, 2)                                                                  {}
call_function  full_6                    aten.full.default                   ([arg1_1, 768], 0)                                                            {'dtype': torch.float16, 'layout': torch.strided, 'device': device(type='cuda', index=0), 'pin_memory': False}
call_function  view_54                   aten.reshape.default                (getitem_62, [-1, 12, 64])                                                    {}
call_function  view_56                   aten.reshape.default                (getitem_63, [-1, 12, 64])                                                    {}
call_function  view_57                   aten.reshape.default                (getitem_64, [-1, 12, 64])                                                    {}
call_function  full_default_6            aten.full.default                   ([arg1_1, 12, 64], 0.0)                                                       {'dtype': torch.float16, 'layout': torch.strided, 'device': device(type='cuda', index=0), 'pin_memory': False}
call_function  auto_functionalized_6     auto_functionalized                 (<OpOverload(op='vllm.unified_attention_with_output', overload='default')>,)  {'query': view_54, 'key': view_56, 'value': view_57, 'output': full_default_6, 'layer_name': 'model.decoder.layers.6.self_attn.attn', 'output_scale': None, 'output_block_scale': None}
call_function  getitem_66                <built-in function getitem>         (auto_functionalized_6, 1)                                                    {}
call_function  capture_mean_default_6    whitebox.capture_mean.default       (getitem_66, 'model.decoder.layers.6.self_attn.attn')                         {}
call_function  view_58                   aten.reshape.default                (capture_mean_default_6, [arg1_1, 768])                                       {}
call_function  permute_25                aten.permute.default                (arg81_1, [1, 0])                                                             {}
call_function  mm_default_17             aten.mm.default                     (view_58, permute_25)                                                         {}
call_function  add_tensor_17             aten.add.Tensor                     (mm_default_17, arg82_1)                                                      {}
call_function  add_519                   aten.add.Tensor                     (add_467, add_tensor_17)                                                      {}
call_function  convert_element_type_105  prims.convert_element_type.default  (add_519, torch.float32)                                                      {}
call_function  var_mean_13               aten.var_mean.correction            (convert_element_type_105, [1])                                               {'correction': 0, 'keepdim': True}
call_function  getitem_68                <built-in function getitem>         (var_mean_13, 0)                                                              {}
call_function  getitem_69                <built-in function getitem>         (var_mean_13, 1)                                                              {}
call_function  sub_165                   aten.sub.Tensor                     (convert_element_type_105, getitem_69)                                        {}
call_function  add_523                   aten.add.Tensor                     (getitem_68, 1e-05)                                                           {}
call_function  rsqrt_13                  aten.rsqrt.default                  (add_523,)                                                                    {}
call_function  mul_316                   aten.mul.Tensor                     (sub_165, rsqrt_13)                                                           {}
call_function  mul_317                   aten.mul.Tensor                     (mul_316, arg83_1)                                                            {}
call_function  add_524                   aten.add.Tensor                     (mul_317, arg84_1)                                                            {}
call_function  convert_element_type_106  prims.convert_element_type.default  (add_524, torch.float16)                                                      {}
call_function  permute_26                aten.permute.default                (arg85_1, [1, 0])                                                             {}
call_function  mm_default_16             aten.mm.default                     (convert_element_type_106, permute_26)                                        {}
call_function  add_tensor_16             aten.add.Tensor                     (mm_default_16, arg86_1)                                                      {}
call_function  relu_6                    aten.relu.default                   (add_tensor_16,)                                                              {}
call_function  permute_27                aten.permute.default                (arg87_1, [1, 0])                                                             {}
call_function  mm_default_15             aten.mm.default                     (relu_6, permute_27)                                                          {}
call_function  add_tensor_15             aten.add.Tensor                     (mm_default_15, arg88_1)                                                      {}
call_function  add_543                   aten.add.Tensor                     (add_519, add_tensor_15)                                                      {}
call_function  convert_element_type_113  prims.convert_element_type.default  (add_543, torch.float32)                                                      {}
call_function  var_mean_14               aten.var_mean.correction            (convert_element_type_113, [1])                                               {'correction': 0, 'keepdim': True}
call_function  getitem_70                <built-in function getitem>         (var_mean_14, 0)                                                              {}
call_function  getitem_71                <built-in function getitem>         (var_mean_14, 1)                                                              {}
call_function  sub_173                   aten.sub.Tensor                     (convert_element_type_113, getitem_71)                                        {}
call_function  add_547                   aten.add.Tensor                     (getitem_70, 1e-05)                                                           {}
call_function  rsqrt_14                  aten.rsqrt.default                  (add_547,)                                                                    {}
call_function  mul_331                   aten.mul.Tensor                     (sub_173, rsqrt_14)                                                           {}
call_function  mul_332                   aten.mul.Tensor                     (mul_331, arg89_1)                                                            {}
call_function  add_548                   aten.add.Tensor                     (mul_332, arg90_1)                                                            {}
call_function  convert_element_type_114  prims.convert_element_type.default  (add_548, torch.float16)                                                      {}
call_function  permute_28                aten.permute.default                (arg91_1, [1, 0])                                                             {}
call_function  addmm_28                  aten.addmm.default                  (arg92_1, convert_element_type_114, permute_28)                               {}
call_function  split_7                   aten.split.Tensor                   (addmm_28, 768, -1)                                                           {}
call_function  getitem_72                <built-in function getitem>         (split_7, 0)                                                                  {}
call_function  getitem_73                <built-in function getitem>         (split_7, 1)                                                                  {}
call_function  getitem_74                <built-in function getitem>         (split_7, 2)                                                                  {}
call_function  full_7                    aten.full.default                   ([arg1_1, 768], 0)                                                            {'dtype': torch.float16, 'layout': torch.strided, 'device': device(type='cuda', index=0), 'pin_memory': False}
call_function  view_63                   aten.reshape.default                (getitem_72, [-1, 12, 64])                                                    {}
call_function  view_65                   aten.reshape.default                (getitem_73, [-1, 12, 64])                                                    {}
call_function  view_66                   aten.reshape.default                (getitem_74, [-1, 12, 64])                                                    {}
call_function  full_default_7            aten.full.default                   ([arg1_1, 12, 64], 0.0)                                                       {'dtype': torch.float16, 'layout': torch.strided, 'device': device(type='cuda', index=0), 'pin_memory': False}
call_function  auto_functionalized_7     auto_functionalized                 (<OpOverload(op='vllm.unified_attention_with_output', overload='default')>,)  {'query': view_63, 'key': view_65, 'value': view_66, 'output': full_default_7, 'layer_name': 'model.decoder.layers.7.self_attn.attn', 'output_scale': None, 'output_block_scale': None}
call_function  getitem_76                <built-in function getitem>         (auto_functionalized_7, 1)                                                    {}
call_function  capture_mean_default_7    whitebox.capture_mean.default       (getitem_76, 'model.decoder.layers.7.self_attn.attn')                         {}
call_function  view_67                   aten.reshape.default                (capture_mean_default_7, [arg1_1, 768])                                       {}
call_function  permute_29                aten.permute.default                (arg93_1, [1, 0])                                                             {}
call_function  mm_default_14             aten.mm.default                     (view_67, permute_29)                                                         {}
call_function  add_tensor_14             aten.add.Tensor                     (mm_default_14, arg94_1)                                                      {}
call_function  add_595                   aten.add.Tensor                     (add_543, add_tensor_14)                                                      {}
call_function  convert_element_type_121  prims.convert_element_type.default  (add_595, torch.float32)                                                      {}
call_function  var_mean_15               aten.var_mean.correction            (convert_element_type_121, [1])                                               {'correction': 0, 'keepdim': True}
call_function  getitem_78                <built-in function getitem>         (var_mean_15, 0)                                                              {}
call_function  getitem_79                <built-in function getitem>         (var_mean_15, 1)                                                              {}
call_function  sub_189                   aten.sub.Tensor                     (convert_element_type_121, getitem_79)                                        {}
call_function  add_599                   aten.add.Tensor                     (getitem_78, 1e-05)                                                           {}
call_function  rsqrt_15                  aten.rsqrt.default                  (add_599,)                                                                    {}
call_function  mul_362                   aten.mul.Tensor                     (sub_189, rsqrt_15)                                                           {}
call_function  mul_363                   aten.mul.Tensor                     (mul_362, arg95_1)                                                            {}
call_function  add_600                   aten.add.Tensor                     (mul_363, arg96_1)                                                            {}
call_function  convert_element_type_122  prims.convert_element_type.default  (add_600, torch.float16)                                                      {}
call_function  permute_30                aten.permute.default                (arg97_1, [1, 0])                                                             {}
call_function  mm_default_13             aten.mm.default                     (convert_element_type_122, permute_30)                                        {}
call_function  add_tensor_13             aten.add.Tensor                     (mm_default_13, arg98_1)                                                      {}
call_function  relu_7                    aten.relu.default                   (add_tensor_13,)                                                              {}
call_function  permute_31                aten.permute.default                (arg99_1, [1, 0])                                                             {}
call_function  mm_default_12             aten.mm.default                     (relu_7, permute_31)                                                          {}
call_function  add_tensor_12             aten.add.Tensor                     (mm_default_12, arg100_1)                                                     {}
call_function  add_619                   aten.add.Tensor                     (add_595, add_tensor_12)                                                      {}
call_function  convert_element_type_129  prims.convert_element_type.default  (add_619, torch.float32)                                                      {}
call_function  var_mean_16               aten.var_mean.correction            (convert_element_type_129, [1])                                               {'correction': 0, 'keepdim': True}
call_function  getitem_80                <built-in function getitem>         (var_mean_16, 0)                                                              {}
call_function  getitem_81                <built-in function getitem>         (var_mean_16, 1)                                                              {}
call_function  sub_197                   aten.sub.Tensor                     (convert_element_type_129, getitem_81)                                        {}
call_function  add_623                   aten.add.Tensor                     (getitem_80, 1e-05)                                                           {}
call_function  rsqrt_16                  aten.rsqrt.default                  (add_623,)                                                                    {}
call_function  mul_377                   aten.mul.Tensor                     (sub_197, rsqrt_16)                                                           {}
call_function  mul_378                   aten.mul.Tensor                     (mul_377, arg101_1)                                                           {}
call_function  add_624                   aten.add.Tensor                     (mul_378, arg102_1)                                                           {}
call_function  convert_element_type_130  prims.convert_element_type.default  (add_624, torch.float16)                                                      {}
call_function  permute_32                aten.permute.default                (arg103_1, [1, 0])                                                            {}
call_function  addmm_32                  aten.addmm.default                  (arg104_1, convert_element_type_130, permute_32)                              {}
call_function  split_8                   aten.split.Tensor                   (addmm_32, 768, -1)                                                           {}
call_function  getitem_82                <built-in function getitem>         (split_8, 0)                                                                  {}
call_function  getitem_83                <built-in function getitem>         (split_8, 1)                                                                  {}
call_function  getitem_84                <built-in function getitem>         (split_8, 2)                                                                  {}
call_function  full_8                    aten.full.default                   ([arg1_1, 768], 0)                                                            {'dtype': torch.float16, 'layout': torch.strided, 'device': device(type='cuda', index=0), 'pin_memory': False}
call_function  view_72                   aten.reshape.default                (getitem_82, [-1, 12, 64])                                                    {}
call_function  view_74                   aten.reshape.default                (getitem_83, [-1, 12, 64])                                                    {}
call_function  view_75                   aten.reshape.default                (getitem_84, [-1, 12, 64])                                                    {}
call_function  full_default_8            aten.full.default                   ([arg1_1, 12, 64], 0.0)                                                       {'dtype': torch.float16, 'layout': torch.strided, 'device': device(type='cuda', index=0), 'pin_memory': False}
call_function  auto_functionalized_8     auto_functionalized                 (<OpOverload(op='vllm.unified_attention_with_output', overload='default')>,)  {'query': view_72, 'key': view_74, 'value': view_75, 'output': full_default_8, 'layer_name': 'model.decoder.layers.8.self_attn.attn', 'output_scale': None, 'output_block_scale': None}
call_function  getitem_86                <built-in function getitem>         (auto_functionalized_8, 1)                                                    {}
call_function  capture_mean_default_8    whitebox.capture_mean.default       (getitem_86, 'model.decoder.layers.8.self_attn.attn')                         {}
call_function  view_76                   aten.reshape.default                (capture_mean_default_8, [arg1_1, 768])                                       {}
call_function  permute_33                aten.permute.default                (arg105_1, [1, 0])                                                            {}
call_function  mm_default_11             aten.mm.default                     (view_76, permute_33)                                                         {}
call_function  add_tensor_11             aten.add.Tensor                     (mm_default_11, arg106_1)                                                     {}
call_function  add_671                   aten.add.Tensor                     (add_619, add_tensor_11)                                                      {}
call_function  convert_element_type_137  prims.convert_element_type.default  (add_671, torch.float32)                                                      {}
call_function  var_mean_17               aten.var_mean.correction            (convert_element_type_137, [1])                                               {'correction': 0, 'keepdim': True}
call_function  getitem_88                <built-in function getitem>         (var_mean_17, 0)                                                              {}
call_function  getitem_89                <built-in function getitem>         (var_mean_17, 1)                                                              {}
call_function  sub_213                   aten.sub.Tensor                     (convert_element_type_137, getitem_89)                                        {}
call_function  add_675                   aten.add.Tensor                     (getitem_88, 1e-05)                                                           {}
call_function  rsqrt_17                  aten.rsqrt.default                  (add_675,)                                                                    {}
call_function  mul_408                   aten.mul.Tensor                     (sub_213, rsqrt_17)                                                           {}
call_function  mul_409                   aten.mul.Tensor                     (mul_408, arg107_1)                                                           {}
call_function  add_676                   aten.add.Tensor                     (mul_409, arg108_1)                                                           {}
call_function  convert_element_type_138  prims.convert_element_type.default  (add_676, torch.float16)                                                      {}
call_function  permute_34                aten.permute.default                (arg109_1, [1, 0])                                                            {}
call_function  mm_default_10             aten.mm.default                     (convert_element_type_138, permute_34)                                        {}
call_function  add_tensor_10             aten.add.Tensor                     (mm_default_10, arg110_1)                                                     {}
call_function  relu_8                    aten.relu.default                   (add_tensor_10,)                                                              {}
call_function  permute_35                aten.permute.default                (arg111_1, [1, 0])                                                            {}
call_function  mm_default_9              aten.mm.default                     (relu_8, permute_35)                                                          {}
call_function  add_tensor_9              aten.add.Tensor                     (mm_default_9, arg112_1)                                                      {}
call_function  add_695                   aten.add.Tensor                     (add_671, add_tensor_9)                                                       {}
call_function  convert_element_type_145  prims.convert_element_type.default  (add_695, torch.float32)                                                      {}
call_function  var_mean_18               aten.var_mean.correction            (convert_element_type_145, [1])                                               {'correction': 0, 'keepdim': True}
call_function  getitem_90                <built-in function getitem>         (var_mean_18, 0)                                                              {}
call_function  getitem_91                <built-in function getitem>         (var_mean_18, 1)                                                              {}
call_function  sub_221                   aten.sub.Tensor                     (convert_element_type_145, getitem_91)                                        {}
call_function  add_699                   aten.add.Tensor                     (getitem_90, 1e-05)                                                           {}
call_function  rsqrt_18                  aten.rsqrt.default                  (add_699,)                                                                    {}
call_function  mul_423                   aten.mul.Tensor                     (sub_221, rsqrt_18)                                                           {}
call_function  mul_424                   aten.mul.Tensor                     (mul_423, arg113_1)                                                           {}
call_function  add_700                   aten.add.Tensor                     (mul_424, arg114_1)                                                           {}
call_function  convert_element_type_146  prims.convert_element_type.default  (add_700, torch.float16)                                                      {}
call_function  permute_36                aten.permute.default                (arg115_1, [1, 0])                                                            {}
call_function  addmm_36                  aten.addmm.default                  (arg116_1, convert_element_type_146, permute_36)                              {}
call_function  split_9                   aten.split.Tensor                   (addmm_36, 768, -1)                                                           {}
call_function  getitem_92                <built-in function getitem>         (split_9, 0)                                                                  {}
call_function  getitem_93                <built-in function getitem>         (split_9, 1)                                                                  {}
call_function  getitem_94                <built-in function getitem>         (split_9, 2)                                                                  {}
call_function  full_9                    aten.full.default                   ([arg1_1, 768], 0)                                                            {'dtype': torch.float16, 'layout': torch.strided, 'device': device(type='cuda', index=0), 'pin_memory': False}
call_function  view_81                   aten.reshape.default                (getitem_92, [-1, 12, 64])                                                    {}
call_function  view_83                   aten.reshape.default                (getitem_93, [-1, 12, 64])                                                    {}
call_function  view_84                   aten.reshape.default                (getitem_94, [-1, 12, 64])                                                    {}
call_function  full_default_9            aten.full.default                   ([arg1_1, 12, 64], 0.0)                                                       {'dtype': torch.float16, 'layout': torch.strided, 'device': device(type='cuda', index=0), 'pin_memory': False}
call_function  auto_functionalized_9     auto_functionalized                 (<OpOverload(op='vllm.unified_attention_with_output', overload='default')>,)  {'query': view_81, 'key': view_83, 'value': view_84, 'output': full_default_9, 'layer_name': 'model.decoder.layers.9.self_attn.attn', 'output_scale': None, 'output_block_scale': None}
call_function  getitem_96                <built-in function getitem>         (auto_functionalized_9, 1)                                                    {}
call_function  capture_mean_default_9    whitebox.capture_mean.default       (getitem_96, 'model.decoder.layers.9.self_attn.attn')                         {}
call_function  view_85                   aten.reshape.default                (capture_mean_default_9, [arg1_1, 768])                                       {}
call_function  permute_37                aten.permute.default                (arg117_1, [1, 0])                                                            {}
call_function  mm_default_8              aten.mm.default                     (view_85, permute_37)                                                         {}
call_function  add_tensor_8              aten.add.Tensor                     (mm_default_8, arg118_1)                                                      {}
call_function  add_747                   aten.add.Tensor                     (add_695, add_tensor_8)                                                       {}
call_function  convert_element_type_153  prims.convert_element_type.default  (add_747, torch.float32)                                                      {}
call_function  var_mean_19               aten.var_mean.correction            (convert_element_type_153, [1])                                               {'correction': 0, 'keepdim': True}
call_function  getitem_98                <built-in function getitem>         (var_mean_19, 0)                                                              {}
call_function  getitem_99                <built-in function getitem>         (var_mean_19, 1)                                                              {}
call_function  sub_237                   aten.sub.Tensor                     (convert_element_type_153, getitem_99)                                        {}
call_function  add_751                   aten.add.Tensor                     (getitem_98, 1e-05)                                                           {}
call_function  rsqrt_19                  aten.rsqrt.default                  (add_751,)                                                                    {}
call_function  mul_454                   aten.mul.Tensor                     (sub_237, rsqrt_19)                                                           {}
call_function  mul_455                   aten.mul.Tensor                     (mul_454, arg119_1)                                                           {}
call_function  add_752                   aten.add.Tensor                     (mul_455, arg120_1)                                                           {}
call_function  convert_element_type_154  prims.convert_element_type.default  (add_752, torch.float16)                                                      {}
call_function  permute_38                aten.permute.default                (arg121_1, [1, 0])                                                            {}
call_function  mm_default_7              aten.mm.default                     (convert_element_type_154, permute_38)                                        {}
call_function  add_tensor_7              aten.add.Tensor                     (mm_default_7, arg122_1)                                                      {}
call_function  relu_9                    aten.relu.default                   (add_tensor_7,)                                                               {}
call_function  permute_39                aten.permute.default                (arg123_1, [1, 0])                                                            {}
call_function  mm_default_6              aten.mm.default                     (relu_9, permute_39)                                                          {}
call_function  add_tensor_6              aten.add.Tensor                     (mm_default_6, arg124_1)                                                      {}
call_function  add_771                   aten.add.Tensor                     (add_747, add_tensor_6)                                                       {}
call_function  convert_element_type_161  prims.convert_element_type.default  (add_771, torch.float32)                                                      {}
call_function  var_mean_20               aten.var_mean.correction            (convert_element_type_161, [1])                                               {'correction': 0, 'keepdim': True}
call_function  getitem_100               <built-in function getitem>         (var_mean_20, 0)                                                              {}
call_function  getitem_101               <built-in function getitem>         (var_mean_20, 1)                                                              {}
call_function  sub_245                   aten.sub.Tensor                     (convert_element_type_161, getitem_101)                                       {}
call_function  add_775                   aten.add.Tensor                     (getitem_100, 1e-05)                                                          {}
call_function  rsqrt_20                  aten.rsqrt.default                  (add_775,)                                                                    {}
call_function  mul_469                   aten.mul.Tensor                     (sub_245, rsqrt_20)                                                           {}
call_function  mul_470                   aten.mul.Tensor                     (mul_469, arg125_1)                                                           {}
call_function  add_776                   aten.add.Tensor                     (mul_470, arg126_1)                                                           {}
call_function  convert_element_type_162  prims.convert_element_type.default  (add_776, torch.float16)                                                      {}
call_function  permute_40                aten.permute.default                (arg127_1, [1, 0])                                                            {}
call_function  addmm_40                  aten.addmm.default                  (arg128_1, convert_element_type_162, permute_40)                              {}
call_function  split_10                  aten.split.Tensor                   (addmm_40, 768, -1)                                                           {}
call_function  getitem_102               <built-in function getitem>         (split_10, 0)                                                                 {}
call_function  getitem_103               <built-in function getitem>         (split_10, 1)                                                                 {}
call_function  getitem_104               <built-in function getitem>         (split_10, 2)                                                                 {}
call_function  full_10                   aten.full.default                   ([arg1_1, 768], 0)                                                            {'dtype': torch.float16, 'layout': torch.strided, 'device': device(type='cuda', index=0), 'pin_memory': False}
call_function  view_90                   aten.reshape.default                (getitem_102, [-1, 12, 64])                                                   {}
call_function  view_92                   aten.reshape.default                (getitem_103, [-1, 12, 64])                                                   {}
call_function  view_93                   aten.reshape.default                (getitem_104, [-1, 12, 64])                                                   {}
call_function  full_default_10           aten.full.default                   ([arg1_1, 12, 64], 0.0)                                                       {'dtype': torch.float16, 'layout': torch.strided, 'device': device(type='cuda', index=0), 'pin_memory': False}
